Park Code,Park Name,Category,Order,Family,Scientific Name,Common Names,Occurrence,Nativeness,Abundance,NPS Tags
ZION,Zion National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Probably Present,Non-native,Unknown,None
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus leucurus,White-tailed Antelope Squirrel,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,Northern Flying Squirrel,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Marmota flaviventris,Yellow-bellied Marmot,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Neotamias dorsalis,Cliff Chipmunk,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Neotamias minimus,Least Chipmunk,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Neotamias umbrinus,Uinta Chipmunk,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Spermophilus lateralis,Golden-mantled Ground Squirrel,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,Red Squirrel,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Present,Native,Unknown,None
ZION,Zion National Park,Mammal,Soricomorpha,Soricidae,Sorex merriami,Merriam's Shrew,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Mammal,Soricomorpha,Soricidae,Sorex monticolus,Montane Shrew,Present,Native,Unknown,Breeder
ZION,Zion National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,American Water Shrew,Present,Native,Unknown,Breeder
ZION,Zion National Park,Bird,Unknown,Unknown,Setophaga occidentalis,Hermit Warbler,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Present,Native,Rare,Management Priority; Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-shinned Hawk,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo albonotatus,Zone-tailed Hawk,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-tailed Hawk,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-legged Hawk,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-shouldered Hawk,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo platypterus,Broad-winged Hawk,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo regalis,Ferruginous Hawk,Present,Native,Occasional,Management Priority; Migratory
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Buteogallus anthracinus,Common Black-Hawk,Present,Native,Occasional,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Uncommon,Management Priority; Resident
ZION,Zion National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Present,Native,Unknown,Management Priority; Vagrant
ZION,Zion National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Aix sponsa,Wood Duck,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-winged Teal,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas discors,Blue-winged Teal,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Present,Native,Common,Resident
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Anas strepera,Gadwall,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Aythya americana,Redhead,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Aythya collaris,Ring-necked Duck,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Aythya valisineria,Canvasback,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Branta canadensis,Canada Goose,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Clangula hyemalis,Long-tailed Duck,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Cygnus columbianus,Tundra Swan,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Melanitta fusca,White-winged Scoter,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Mergus merganser,Common Merganser,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Mergus serrator,Red-breasted Merganser,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Unknown,Selasphorus calliope,Calliope Hummingbird,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Apodidae,Aeronautes saxatalis,White-throated Swift,Present,Native,Abundant,Breeder
ZION,Zion National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Present,Native,Occasional,Management Priority; Migratory
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Archilochus alexandri,Black-chinned Hummingbird,Present,Native,Abundant,Breeder
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Calypte anna,Anna's Hummingbird,Present,Native,Occasional,Vagrant
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Calypte costae,Costa's Hummingbird,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Cynanthus latirostris,Broad-billed Hummingbird,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Eugenes fulgens,Magnificent Hummingbird,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Lampornis clemenciae,Blue-throated Hummingbird,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Selasphorus platycercus,Broad-tailed Hummingbird,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Caprimulgiformes,Caprimulgidae,Antrostomus vociferus,Eastern Whip-poor-will,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Charadriiformes,Charadriidae,Charadrius montanus,Mountain Plover,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Charadriidae,Charadrius nivosus,Snowy Plover,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Charadriiformes,Charadriidae,Pluvialis squatarola,Black-bellied Plover,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Chroicocephalus philadelphia,Bonaparte's Gull,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Hydroprogne caspia,Caspian Tern,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Larus argentatus,Herring Gull,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Larus californicus,California Gull,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Larus delawarensis,Ring-billed Gull,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Leucophaeus pipixcan,Franklin's Gull,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Laridae,Sterna forsteri,Forster's Tern,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularius,Spotted Sandpiper,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Numenius americanus,Long-billed Curlew,Unconfirmed,Native,Unknown,Management Priority
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus fulicarius,Red Phalarope,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Tringa incana,Wandering Tattler,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Tringa semipalmata,Willet,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Columbiformes,Columbidae,Columba livia,Rock Pigeon,Present,Native,Uncommon,Vagrant
ZION,Zion National Park,Bird,Columbiformes,Columbidae,Columbina inca,Inca Dove,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-tailed Pigeon,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Columbiformes,Columbidae,Zenaida asiatica,White-winged Dove,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Coraciiformes,Alcedinidae,Megaceryle alcyon,Belted Kingfisher,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-billed Cuckoo,Present,Native,Rare,Management Priority; Migratory
ZION,Zion National Park,Bird,Cuculiformes,Cuculidae,Geococcyx californianus,Greater Roadrunner,Present,Native,Uncommon,Resident
ZION,Zion National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Present,Native,Uncommon,Management Priority; Breeder
ZION,Zion National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Galliformes,Odontophoridae,Callipepla gambelii,Gambel's Quail,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Galliformes,Phasianidae,Alectoris chukar,Chukar,Present,Native,Unknown,None
ZION,Zion National Park,Bird,Galliformes,Phasianidae,Dendragapus obscurus,Blue Grouse,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,Ring-necked Pheasant,Present,Non-native,Uncommon,Resident
ZION,Zion National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Gruiformes,Rallidae,Fulica americana,American Coot,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Gruiformes,Rallidae,Porzana carolina,Sora,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Passeriformes,Unknown,Haemorhous mexicanus,House Finch,Present,Native,Abundant,Breeder
ZION,Zion National Park,Bird,Passeriformes,Unknown,Haemorhous purpureus,Purple Finch,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,Present,Native,Uncommon,Resident
ZION,Zion National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,Present,Native,Occasional,Vagrant
ZION,Zion National Park,Bird,Passeriformes,Calcariidae,Calcarius ornatus,Chestnut-collared Longspur,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-breasted Grosbeak,Present,Native,Occasional,Vagrant
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-headed Grosbeak,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Aphelocoma californica,Western Scrub-Jay,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Present,Native,Rare,Resident
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Corvus corax,Common Raven,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Present,Native,Occasional,Resident
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Occasional,Resident
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Corvidae,Pica hudsonia,Black-billed Magpie,Present,Native,Occasional,Resident
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Aimophila ruficeps,Rufous-crowned Sparrow,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Ammodramus bairdii,Baird's Sparrow,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Amphispiza bilineata,Black-throated Sparrow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Artemisiospiza nevadensis,Sagebrush Sparrow,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,Present,Native,Rare,Vagrant
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis caniceps,Dark-eyed Junco (Gray-headed),Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis hyemalis,Dark-eyed Junco (Slate-colored),Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis mearnsi,Pink-sided Junco,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis oreganus,Dark-eyed Junco (Oregon),Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Melozone aberti,Abert's Towhee,Present,Native,Occasional,Resident
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-tailed Towhee,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Spizella atrogularis,Black-chinned Sparrow,Present,Native,Rare,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-throated Sparrow,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-crowned Sparrow,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-crowned Sparrow,Present,Native,Abundant,Migratory
ZION,Zion National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Present,Native,Occasional,Resident
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Haemorhous cassinii,Cassin's Finch,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Leucosticte atrata,Black Rosy-Finch,Not In Park,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Present,Native,Occasional,Breeder
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Spinus pinus,Pine Siskin,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Spinus psaltria,Lesser Goldfinch,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Fringillidae,Spinus tristis,American Goldfinch,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Present,Native,Common,Migratory
ZION,Zion National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-green Swallow,Present,Native,Abundant,Breeder
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-winged Blackbird,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Present,Native,Uncommon,Resident
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Present,Native,Common,Breeder
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Icterus cucullatus,Hooded Oriole,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Icterus parisorum,Scott's Oriole,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Molothrus ater,Brown-headed Cowbird,Present,Native,Common,Management Priority; Breeder
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Quiscalus mexicanus,Great-tailed Grackle,Probably Present,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Present,Native,Uncommon,Migratory
ZION,Zion National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,Present,Native,Occasional,Vagrant
ZION,Zion National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Present,Native,Rare,Migratory
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Present,Native,Uncommon,Breeder
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Present,Native,Occasional,Migratory
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Toxostoma crissale,Crissal Thrasher,Unconfirmed,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Toxostoma lecontei,Le Conte's Thrasher,Not In Park,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Not In Park,Native,Unknown,None
ZION,Zion National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Present,Native,Common,Migratory
