Park Code,Park Name,Category,Order,Family,Scientific Name,Common Names,Occurrence,Nativeness,Abundance,NPS Tags
ACAD,Acadia National Park,Mammal,Artiodactyla,Cervidae,Alces alces,Moose,Present,Native,Rare,Resident
ACAD,Acadia National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,"Northern White-tailed Deer, Virginia Deer, White-tailed Deer",Present,Native,Abundant,None
ACAD,Acadia National Park,Mammal,Carnivora,Canidae,Canis latrans,"Coyote, Eastern Coyote",Present,Non-native,Common,None
ACAD,Acadia National Park,Mammal,Carnivora,Canidae,Canis lupus,"Eastern Timber Wolf, Gray Wolf, Timber Wolf",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,"Black Fox, Cross Fox, Eastern Red Fox, Fox, Red Fox, Silver Fox",Present,Unknown,Common,Breeder
ACAD,Acadia National Park,Mammal,Carnivora,Felidae,Lynx canadensis,Canada Lynx,Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Felidae,Lynx rufus,"Bay Lynx, Bobcat, Red Lynx, Wild Cat",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,"Eastern Skunk, Polecat, Striped Skunk",Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Lutra canadensis,"Otter, River Otter",Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Martes pennanti,"Blackcat, Fisher, Pekan",Present,Native,Rare,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Mustela,Weasel,Unconfirmed,Unknown,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Mustela erminea,"Bonaparte Weasel, Bonaparte's Weasel, Ermine, Short-tailed Weasel",Present,Native,Uncommon,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Mustela frenata,"Long-tailed Weasel, New York Weasel, Northern Long-tailed Weasel",Present,Native,Uncommon,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Mustela macrodon,"Ancient Sea Mink, Big Sea Mink, Sea Mink",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Mustelidae,Mustela vison,"American Mink, Mink",Present,Native,Uncommon,None
ACAD,Acadia National Park,Mammal,Carnivora,Odobenidae,Odobenus rosmarus,Walrus,Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Phocidae,Halichoerus grypus,Gray Seal,Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Phocidae,Phoca vitulina,"Common Seal, Hair Seal, Harbor Seal",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,"Common Raccoon, Raccoon",Present,Native,Common,None
ACAD,Acadia National Park,Mammal,Carnivora,Ursidae,Ursus americanus,Black Bear,Present,Native,Occasional,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,"Big Brown Bat, Common Brown Bat",Present,Native,Uncommon,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-haired Bat,Present,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,"Eastern Red Bat, New York Bat, Northern Red Bat, Red Bat",Present,Native,Occasional,Migratory
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Present,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis keenii,"Keen's Myotis, Northern Long-eared Bat, Northern Myotis, Say's Bat",Present,Native,Common,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis leibii,"Eastern Small-footed Myotis, Small-footed Myotis",Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Present,Native,Common,None
ACAD,Acadia National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus subflavus,"Eastern Pipistrelle, Northern Georgian Bat",Not In Park,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Lagomorpha,Leporidae,Lepus americanus,"Snowshoe Hare, Varying Hare",Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Castoridae,Castor canadensis,"American Beaver, Beaver, Canadian Beaver",Present,Non-native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Clethrionomys gapperi,"Boreal Redback Vole, Red-backed Mouse, Red-backed Vole, Southern Red-backed Vole, White-Mountain Red-backed Mouse",Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Microtus pennsylvanicus,"Field Mouse, Meadow Mouse, Meadow Vole",Not In Park,Native,Unknown,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,"Common Muskrat, Muskrat, Musquash, Water Rat",Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-footed Mouse,Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Cricetidae,Synaptomys cooperi,"Cooper Lemming Mouse, Southern Bog Lemming",Present,Native,Rare,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Dipodidae,Napaeozapus insignis,Woodland Jumping Mouse,Present,Native,Rare,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Dipodidae,Zapus hudsonius,"Hudson Bay Jumping Mouse, Kangaroo Mouse, Meadow Jumping Mouse",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,"Hedgehog, Porcupine",Present,Non-native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Not In Park,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Rodentia,Muridae,Rattus norvegicus,"Brown Rat, Norway Rat",Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Glaucomys,Glaucomys sp.,Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Glaucomys sabrinus,"Mearns Flying Squirrel, Northern Flying Squirrel",Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Glaucomys volans,Southern Flying Squirrel,Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Marmota monax,"Groundhog, New England Woodchuck, Woodchuck",Present,Non-native,Common,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel, Northern Gray Squirrel",Present,Non-native,Common,None
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Tamias striatus,"Northeastern Chipmunk, Striped Squirrel, Eastern Chipmunk, Ground Squirrel, Lyster Chipmunk",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Mammal,Rodentia,Sciuridae,Tamiasciurus hudsonicus,"Chickaree, Red Squirrel",Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Blarina brevicauda,"Mole Shrew, Northern Short-tailed Shrew, Short-tailed Shrew",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Sorex cinereus,Masked Shrew,Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Sorex fumeus,"Northern Smoky Shrew, Smoky Shrew",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Sorex hoyi,"Hoy's Pygmy Shrew, Pygmy Shrew, Thompson's Pygmy Shrew",Present,Native,Common,None
ACAD,Acadia National Park,Mammal,Soricomorpha,Soricidae,Sorex palustris,"Northern Water Shrew, Water Shrew, White-lipped Water Shrew",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Talpidae,Condylura cristata,Star-nosed Mole,Present,Native,Common,Breeder
ACAD,Acadia National Park,Mammal,Soricomorpha,Talpidae,Parascalops breweri,"Brewer's Mole, Hairy-tailed Mole",Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Present,Native,Uncommon,None
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Accipiter gentilis,"Eastern Goshawk, Goshawk, Northern Goshawk",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,"Northern Sharp-shinned Hawk, Sharp-shinned Hawk",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,"American Golden Eagle, Golden Eagle",Present,Native,Occasional,Vagrant
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,"Eastern Red-tailed Hawk, Red-tailed Hawk",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,"American Rough-legged Hawk, Rough-legged Hawk",Present,Native,Uncommon,Resident
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,"Northern Red-shouldered Hawk, Red-shouldered Hawk",Present,Native,Occasional,Migratory
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo platypterus,"Broad-winged Hawk, Northern Broad-winged Hawk",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Unconfirmed,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,"American Marsh Hawk, Marsh Hawk, Northern Harrier",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,"Bald Eagle, Northern Bald Eagle",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,"Eastern Turkey Vulture, Turkey Vulture",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"American Osprey, Fish Hawk, Osprey",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aix sponsa,Wood Duck,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas acuta,"American Pintail, Northern Pintail, Pintail",Present,Native,Rare,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas americana,"American Wigeon, Baldpate",Present,Native,Uncommon,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas clypeata,"Northern shoveler, Shoveller",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-winged Teal,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas discors,Blue-winged Teal,Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas penelope,"Eurasian Wigeon, European Widgeon, Widgeon",Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,"Common Mallard, Mallard",Present,Unknown,Common,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas rubripes,"American Black Duck, Black Duck, Common Black Duck, Red-legged Black Duck",Present,Native,Abundant,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anas strepera,Gadwall,Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Anser albifrons,"Common White-fronted Goose, Greater White-fronted Goose",Present,Unknown,Occasional,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aythya affinis,"Lesser Scaup, Lesser Scaup Duck",Unconfirmed,Unknown,Unknown,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aythya americana,Redhead,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aythya collaris,Ring-necked Duck,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aythya marila,"Greater Scaup, Greater Scaup Duck",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Aythya valisineria,Canvasback,Present,Non-native,Occasional,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Branta bernicla,"American Brant, Brant",Probably Present,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Branta canadensis,"Canada Goose, Eastern Canada Goose",Present,Unknown,Common,None
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Bucephala albeola,"Bufflehead, Buffle-head",Present,Native,Abundant,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Bucephala clangula,"American Golden-eye, Common Goldeneye",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Bucephala islandica,Barrow's Goldeneye,Unconfirmed,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Camptorhynchus labradorius,Labrador Duck,Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Chen caerulescens,"Blue Goose, Snow Goose",Present,Native,Occasional,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Clangula hyemalis,"Long-tailed Duck, Old Squaw, Oldsquaw",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Cygnus columbianus,"Tundra Swan, Whistling Swan",Unconfirmed,Unknown,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Histrionicus histrionicus,"Eastern Harlequin Duck, Harlequin Duck",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Melanitta fusca,"Eastern White-winged Scoter, White-winged Coot, White-winged Scoter",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Melanitta nigra,"American Common Scoter, American Scoter, Black Scoter, Butter-bill, Common Scoter",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Melanitta perspicillata,Surf Scoter,Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Mergus merganser,"American Merganser, Common Merganser",Present,Native,Uncommon,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Mergus serrator,Red-breasted Merganser,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Oxyura jamaicensis,"Northern Ruddy Duck, Ruddy Duck",Unconfirmed,Unknown,Unknown,Migratory
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Somateria mollissima,"American Eider, Common Eider, Eider Duck, Northern Eider",Present,Native,Abundant,Resident
ACAD,Acadia National Park,Bird,Anseriformes,Anatidae,Somateria spectabilis,King Eider,Unconfirmed,Unknown,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Apodiformes,Apodidae,Chaetura pelagica,Chimney Swift,Present,Native,Common,None
ACAD,Acadia National Park,Bird,Apodiformes,Trochilidae,Archilochus colubris,Ruby-throated Hummingbird,Present,Native,Common,None
ACAD,Acadia National Park,Bird,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Caprimulgiformes,Caprimulgidae,Caprimulgus carolinensis,Chuck-will's-widow,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,"Eastern Whip-poor-will, Whip-poor-will",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles minor,"Common Nighthawk, Eastern Nighthawk",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Alca torda,"Northern Razor-billed Auk, Razorbill",Unconfirmed,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Alle alle,"Common Dovekie, Dovekie",Unconfirmed,Unknown,Unknown,None
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Cepphus grylle,"Black Guillemot, Sea Pigeon, Southern Black Guillemot",Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Fratercula arctica,Atlantic Puffin,Unconfirmed,Unknown,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Pinguinus impennis,Great Auk,Not In Park,Native,Unknown,None
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Uria aalge,"Atlantic Murre, Common Murre",Not In Park,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Alcidae,Uria lomvia,"Brunnich's Murre, Brunnich's Thick-billed Murre, Thick-billed Murre",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Charadriidae,Charadrius melodus,"Eastern Piping Plover, Piping Plover",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Charadriidae,Charadrius semipalmatus,"Ringed Plover, Semipalmated Plover, Semipalmated Ringed Plover",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Charadriidae,Charadrius vociferus,"Killdeer, Northern Killdeer",Present,Native,Common,None
ACAD,Acadia National Park,Bird,Charadriiformes,Charadriidae,Pluvialis dominica,"American Golden Plover, American Golden-Plover, Eastern American Golden Plover",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Charadriidae,Pluvialis squatarola,Black-bellied Plover,Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Haematopodidae,Haematopus palliatus,"American Oystercatcher, Eastern American Oystercatcher",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,"American Black Tern, Black Tern",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus argentatus,"American Herring Gull, Herring Gull",Present,Native,Abundant,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus atricilla,Laughing Gull,Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus delawarensis,Ring-billed Gull,Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus fuscus,Lesser Black-backed Gull,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus glaucoides,"Eastern Iceland Gull, Iceland Gull",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus hyperboreus,"Eastern Glaucous Gull, Glaucous Gull",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus marinus,Great Black-backed Gull,Present,Native,Abundant,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus minutus,Little Gull,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull,Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus pipixcan,Franklin's Gull,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Larus ridibundus,"Black-headed Gull, Western Black-headed Gull",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Pagophila eburnea,Ivory Gull,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Rissa tridactyla,"Atlantic Kittiwake, Black-legged Kittiwake",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Rynchops niger,"Black Skimmer, Northern Black Skimmer",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna antillarum,"Eastern Least Tern, Least Tern",Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna caspia,Caspian Tern,Unconfirmed,Non-native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna dougallii,"Northern Roseate Tern, Roseate Tern",Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna fuscata,"Eastern Sooty Tern, Sooty Tern",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,"Common Tern, Northern Common Tern",Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna maxima,Royal Tern,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern,Unconfirmed,Native,Unknown,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Laridae,Xema sabini,"Northern Sabine's Gull, Sabine's Gull",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Recurvirostridae,Recurvirostra americana,"American Avocet, Avocet",Present,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularia,Spotted Sandpiper,Present,Native,Common,None
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Arenaria interpres,Ruddy Turnstone,Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,"Bartramian Sandpiper, Upland Plover, Upland Sandpiper",Present,Native,Rare,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris alpina,"Dunlin, Red-backed Dunlin, Red-backed Sandpiper",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris canutus,"American Knot, Knot, Red Knot",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris fuscicollis,White-rumped Sandpiper,Present,Native,Uncommon,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris himantopus,Stilt Sandpiper,Not In Park,Non-native,Unknown,Management Priority; Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris maritima,Purple Sandpiper,Present,Native,Common,Resident
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris mauri,Western Sandpiper,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,Present,Native,Rare,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,Present,Native,Abundant,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Catoptrophorus semipalmatus,"Eastern Willet, Willet",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Gallinago gallinago,"Common Snipe, Wilson's Common Snipe, Wilson's Snipe",Present,Native,Rare,None
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus griseus,"Eastern Dowitcher, Short-billed Dowitcher",Present,Native,Abundant,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Limosa haemastica,Hudsonian Godwit,Not In Park,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius americanus,"Long-billed Curlew, Southern Long-billed Curlew",Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius borealis,Eskimo Curlew,Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,"Hudsonian Curlew, Hudsonian Whimbrel, Whimbrel",Present,Native,Rare,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus fulicaria,Red Phalarope,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus lobatus,"Northern Phalarope, Red-necked Phalarope",Unconfirmed,Native,Unknown,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,Present,Native,Common,Breeder
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,"Lesser Yellowlegs, Lesser Yellow-legs",Present,Native,Uncommon,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,"Greater Yellowlegs, Greater Yellow-legs",Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,"Eastern Solitary Sandpiper, Solitary Sandpiper",Present,Native,Common,Migratory
ACAD,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Catharacta skua,Great Skua,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius longicaudus,Long-tailed Jaeger,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius parasiticus,Parasitic Jaeger,Unconfirmed,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Charadriiformes,Stercorariidae,Stercorarius pomarinus,Pomarine Jaeger,Not In Park,Non-native,Unknown,Vagrant
ACAD,Acadia National Park,Bird,Columbiformes,Columbidae,Columba livia,"Domestic Pigeon, Feral Pigeon, Pigeon, Rock Dove",Unconfirmed,Non-native,Unknown,None
ACAD,Acadia National Park,Bird,Columbiformes,Columbidae,Ectopistes migratorius,Passenger Pigeon,Unconfirmed,Native,Unknown,None
ACAD,Acadia National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,"Eastern Mourning Dove, Mourning Dove",Present,Native,Common,Breeder
